text,label,task
i do but i was raised in italy which is why my skin is so olive,0,gender
i love books which is why i work in library,0,gender
whats shakin bacon ? how are you . . .,0,gender
what is myoma ? if you do not mind me asking . .,0,gender
"i am good , about to go to the dentist in a bit .",0,gender
"not at all , but gotta have my braces checked out . what kind of novel was it , fiction or non ?",0,gender
i'm happy that you are care for me .,0,gender
"that sounds awful . but then again , i love eating soap .",0,gender
i create videos for the discovery channel,0,gender
where is the wedding going to be ?,0,gender
hi how are you today,0,gender
i do not work but love food,0,gender
hi ! tell me about yourself,0,gender
really cool ! i'm not big on fashion but i've a lot of tats,0,gender
i am a secretary but i am a member of a motorcycle club too,0,gender
only motorcycle ones lol . i'm actually just a tough woman,0,gender
how are you doing today,0,gender
games of thrones . i love fantasy books . are you a teacher ?,0,gender
whats it like teaching english ? i go to school for writing and i love it .,0,gender
"hello , how are you doing ?",0,gender
i hope so too . so what color did you get your nails done for the pageant ?,0,gender
hello how are you today ?,0,gender
yeah me too . do you believe in love ? i do not,0,gender
hi ! how is your sunday ?,0,gender
i don't . i've my horror novels to keep me busy,0,gender
i would love too ! maybe i can show you some novels,0,gender
hi sarah . do you like to golf ? its one of my fads .,0,gender
"are you married ? i'm , with three kids .",0,gender
just fighting with my girlfriend as she tells me she's going to leave every day .,0,gender
hi ! how are you ? i really should work out .,0,gender
i am . most of my friends are too . i role play games with them .,0,gender
your dog has bad taste ! lol,0,gender
i am glad you love your dog . what do you do for work ?,0,gender
no i do not . but i like dogs and i own one named maddie .,0,gender
me either . and i don't care to ha .,0,gender
same to you . nice talking with you .,0,gender
hi how are you today ?,0,gender
great just sitting her playing some video games .,0,gender
i do . my brother in law is president of paramount pictures what is your favorite show ?,0,gender
are you in school still ?,0,gender
hi there ! how are you ?,0,gender
cool ! how long have you been doing ballet ?,0,gender
"hey there honey , how you doing ? i seriously could use a manicure right now . . .",0,gender
oh yum ! i might ruin my figure but pizzas worth it !,0,gender
haha cute ! i've a degree in fashion but still haven't got the courage to start,0,gender
"yeah , my sis in law is totally jealous of me , but i wish she would just support me instead",0,gender
hi how are you today ?,0,gender
pretty well are you adopted ?,0,gender
for as long as i can remember,0,gender
"hello , my hobby is to read books .",0,gender
"that's wonderful , writing is also a good hobby",0,gender
i'm done with my work and just finished buying groceries .,0,gender
"wow , we have something in common . it was nice talking to you .",0,gender
"hello , how are you tonight ? i just got off work at the hospital",0,gender
it was a lot of school but i like it . hope my daughter does follows .,0,gender
my mother is a concert pianist . i think i inherited her agile hands,0,gender
do you have any hobbies ?,0,gender
"hi there , how are you ?",0,gender
me too . i've been training a lot in a recent archery class i joined . i love it,0,gender
"hello there , how are you today ?",0,gender
every night before bed of course,0,gender
hello ! how are you today ?,0,gender
what shows are you into ?,0,gender
do you have any hobbies ?,0,gender
"good morning , my name is jan how do you do ?",0,gender
hi how are you today,0,gender
do you have any purses ?,0,gender
oh male purses are nice tho,0,gender
hey ! i am a 15 year old girl,0,gender
"well i love animals , when i grow i wana be a vet",0,gender
"hi , what are you up to ?",0,gender
that is awesome ! i volunteer at my local soup kitchen too !,0,gender
hello new friend ! whats up ?,0,gender
that's good . any good saturday hobbies ?,0,gender
gave up on your dream ? how sad . . .,0,gender
i love to dance my mom was a dancer too so she made me learn young,0,gender
wow that's what my mom danced,0,gender
i just dance and listen to music mostly ballet music,0,gender
i'd keep it long since you have nice curly hair,0,gender
hi how are you today,0,gender
yeah i do . the easter bunny hid behind my closet door,0,gender
"never , but my three daughters really want to go .",0,gender
are you pretty when you dance ?,0,gender
"okay , but do you like anything else but yourself ?",0,gender
hi how are you ?,0,gender
that is cool i just got married,0,gender
i'm not afraid of that,0,gender
you are welcome my child .,0,gender
my children don't know anything about them,0,gender
what happened to your friend ?,0,gender
i do . i also work at my local newspaper and take a lot of photos,0,gender
ll thanks . i am not the best speller,0,gender
"fun , what is your favorite tv show ?",0,gender
cool . my mom is a dentist,0,gender
i do not have any kids,0,gender
what does your mother do for work ?,0,gender
i have and too ireland where my mom was born .,0,gender
interesting . . . is that related to your work ?,0,gender
i really like mystery books what about you,0,gender
i'm currently working at a marketing agency,0,gender
hence the fact that she survived .,0,gender
you told me that . what is your favorite color ?,0,gender
hi how are you today,0,gender
i love blue almost everything i've is blue even my hair,0,gender
what did you do today ?,0,gender
that's too bad i'm sorry for your loss,0,gender
"no , but i really enjoy social media .",0,gender
"no , i just like to be on my computer .",0,gender
i cook for social media so people can see my food,0,gender
"nice to hear from you , mary , do you ever leave colorado ?",0,gender
"they're named spunky and sassy . no , they sleep in a tank",0,gender
dogs are incredibly smart . i bet they could even learn to read,0,gender
good evening . how are you doing,0,gender
i don't think i could have handled that much schooling,0,gender
yeah well kids are expensive to care for that's why you need to be prepared,0,gender
hi i'm excited to say my wife breast cancer free for 3 years,0,gender
yeah we all do . became a zookeeper with my wife at our own zoo .,0,gender
hello . how are you today ?,0,gender
"not yet . i cannot wait for it , though . how about you ?",0,gender
i'm in the us . it is a pair of knitting needles !,0,gender
oh my goodness ! that is a lot . the most i lift are shopping bags,0,gender
i do enjoy it . it is my favorite thing to do . what about you ?,0,gender
hi ! how are you ?,0,gender
great ! are you married ? any kids ?,0,gender
ha my sons age ! what do you like doing outside of school ?,0,gender
even your parents do not play with you ? no other kids in the neighborhood ?,0,gender
glad to hear that . i am kris . what are you up to ?,0,gender
i've not heard that since i was a kid . i am opening packages i got today .,0,gender
"my daughter is a barbie fan . and , christmas is my favorite holiday",0,gender
i am sure that she will get a few of them ;,0,gender
my best friends are my dogs,0,gender
your dogs have 2 kids ?,0,gender
oh . i like lasagna so much,0,gender
i am garfield the cat,0,gender
how are you doing today,0,gender
i do sometimes . my wife likes to .,0,gender
how long have you two been together,0,gender
the same . we met in the eighties .,0,gender
hi ! how are you doing ?,0,gender
nope i don't . would not mind a dog to play soccer with though,0,gender
hi . i am wearing lipstick and and shoes and both are red . you ?,0,gender
can you wear red for nursing ? red is what i really like to wear .,0,gender
hi how are you today,0,gender
hi there . how are you ? tell me about yourself,0,gender
i am sorry to hear that . i am feeling down because i am having problems with my marriage,0,gender
"i'm eating a lot of cheetos , which i like . i do not know , she just seems distant .",0,gender
i've . i did a yoga retreat in india . where have you traveled ?,0,gender
that is true . like my last boyfriend lol,0,gender
hey . how are you today ?,0,gender
yea we can watch sunsets . inhale brown curly hair you'll see me chillin,0,gender
hello ! how are you today ?,0,gender
i actually knit and sell my creations online . are you doing well in school ?,0,gender
